canonical_variable_id,canonical_label,gfs_code,category,sub_category,unit,is_flow,jurisdiction,source_line_item,mapping_notes,parser_version
rev_other_tax,Other taxation revenue,GFS_OTHTAX,revenue,taxation_other,AUD_mil,TRUE,SA,Other taxation revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_other_tax,Other taxation revenue,GFS_OTHTAX,revenue,taxation_other,AUD_mil,TRUE,TAS,Other taxation revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_other_tax,Other taxation revenue,GFS_OTHTAX,revenue,taxation_other,AUD_mil,TRUE,VIC,Other taxation revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_other_tax,Other taxation revenue,GFS_OTHTAX,revenue,taxation_other,AUD_mil,TRUE,WA,Other taxation revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_gst,GST revenue,GFS_GST,revenue,grants_gst,AUD_mil,TRUE,ACT,GST revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_gst,GST revenue,GFS_GST,revenue,grants_gst,AUD_mil,TRUE,NSW,GST revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_gst,GST revenue,GFS_GST,revenue,grants_gst,AUD_mil,TRUE,NT,GST revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_gst,GST revenue,GFS_GST,revenue,grants_gst,AUD_mil,TRUE,QLD,GST revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_gst,GST revenue,GFS_GST,revenue,grants_gst,AUD_mil,TRUE,SA,GST revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_gst,GST revenue,GFS_GST,revenue,grants_gst,AUD_mil,TRUE,TAS,GST revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_gst,GST revenue,GFS_GST,revenue,grants_gst,AUD_mil,TRUE,VIC,GST revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_gst,GST revenue,GFS_GST,revenue,grants_gst,AUD_mil,TRUE,WA,GST revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_tied,Commonwealth tied grants,GFS_TIED,revenue,grants_tied,AUD_mil,TRUE,ACT,Commonwealth tied grants,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_tied,Commonwealth tied grants,GFS_TIED,revenue,grants_tied,AUD_mil,TRUE,NSW,Commonwealth tied grants,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_tied,Commonwealth tied grants,GFS_TIED,revenue,grants_tied,AUD_mil,TRUE,NT,Commonwealth tied grants,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_tied,Commonwealth tied grants,GFS_TIED,revenue,grants_tied,AUD_mil,TRUE,QLD,Commonwealth tied grants,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_tied,Commonwealth tied grants,GFS_TIED,revenue,grants_tied,AUD_mil,TRUE,SA,Commonwealth tied grants,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_tied,Commonwealth tied grants,GFS_TIED,revenue,grants_tied,AUD_mil,TRUE,TAS,Commonwealth tied grants,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_tied,Commonwealth tied grants,GFS_TIED,revenue,grants_tied,AUD_mil,TRUE,VIC,Commonwealth tied grants,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_tied,Commonwealth tied grants,GFS_TIED,revenue,grants_tied,AUD_mil,TRUE,WA,Commonwealth tied grants,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_untied,Commonwealth untied grants (ex-GST),GFS_UNTIED,revenue,grants_untied,AUD_mil,TRUE,ACT,Commonwealth untied grants (ex-GST),Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_untied,Commonwealth untied grants (ex-GST),GFS_UNTIED,revenue,grants_untied,AUD_mil,TRUE,NSW,Commonwealth untied grants (ex-GST),Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_untied,Commonwealth untied grants (ex-GST),GFS_UNTIED,revenue,grants_untied,AUD_mil,TRUE,NT,Commonwealth untied grants (ex-GST),Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_untied,Commonwealth untied grants (ex-GST),GFS_UNTIED,revenue,grants_untied,AUD_mil,TRUE,QLD,Commonwealth untied grants (ex-GST),Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_untied,Commonwealth untied grants (ex-GST),GFS_UNTIED,revenue,grants_untied,AUD_mil,TRUE,SA,Commonwealth untied grants (ex-GST),Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_untied,Commonwealth untied grants (ex-GST),GFS_UNTIED,revenue,grants_untied,AUD_mil,TRUE,TAS,Commonwealth untied grants (ex-GST),Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_untied,Commonwealth untied grants (ex-GST),GFS_UNTIED,revenue,grants_untied,AUD_mil,TRUE,VIC,Commonwealth untied grants (ex-GST),Seeded from canonical label --- refine per BP1 line-item text,v0
rev_grants_untied,Commonwealth untied grants (ex-GST),GFS_UNTIED,revenue,grants_untied,AUD_mil,TRUE,WA,Commonwealth untied grants (ex-GST),Seeded from canonical label --- refine per BP1 line-item text,v0
rev_sales_goods_svcs,Sales of goods and services,GFS_SALES,revenue,sales,AUD_mil,TRUE,ACT,Sales of goods and services,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_sales_goods_svcs,Sales of goods and services,GFS_SALES,revenue,sales,AUD_mil,TRUE,NSW,Sales of goods and services,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_sales_goods_svcs,Sales of goods and services,GFS_SALES,revenue,sales,AUD_mil,TRUE,NT,Sales of goods and services,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_sales_goods_svcs,Sales of goods and services,GFS_SALES,revenue,sales,AUD_mil,TRUE,QLD,Sales of goods and services,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_sales_goods_svcs,Sales of goods and services,GFS_SALES,revenue,sales,AUD_mil,TRUE,SA,Sales of goods and services,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_sales_goods_svcs,Sales of goods and services,GFS_SALES,revenue,sales,AUD_mil,TRUE,TAS,Sales of goods and services,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_sales_goods_svcs,Sales of goods and services,GFS_SALES,revenue,sales,AUD_mil,TRUE,VIC,Sales of goods and services,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_sales_goods_svcs,Sales of goods and services,GFS_SALES,revenue,sales,AUD_mil,TRUE,WA,Sales of goods and services,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_interest,Interest income,GFS_INT_IN,revenue,interest_income,AUD_mil,TRUE,ACT,Interest income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_interest,Interest income,GFS_INT_IN,revenue,interest_income,AUD_mil,TRUE,NSW,Interest income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_interest,Interest income,GFS_INT_IN,revenue,interest_income,AUD_mil,TRUE,NT,Interest income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_interest,Interest income,GFS_INT_IN,revenue,interest_income,AUD_mil,TRUE,QLD,Interest income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_interest,Interest income,GFS_INT_IN,revenue,interest_income,AUD_mil,TRUE,SA,Interest income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_interest,Interest income,GFS_INT_IN,revenue,interest_income,AUD_mil,TRUE,TAS,Interest income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_interest,Interest income,GFS_INT_IN,revenue,interest_income,AUD_mil,TRUE,VIC,Interest income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_interest,Interest income,GFS_INT_IN,revenue,interest_income,AUD_mil,TRUE,WA,Interest income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_dividend,Dividend and tax-equivalent income,GFS_DIVID,revenue,dividend,AUD_mil,TRUE,ACT,Dividend and tax-equivalent income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_dividend,Dividend and tax-equivalent income,GFS_DIVID,revenue,dividend,AUD_mil,TRUE,NSW,Dividend and tax-equivalent income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_dividend,Dividend and tax-equivalent income,GFS_DIVID,revenue,dividend,AUD_mil,TRUE,NT,Dividend and tax-equivalent income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_dividend,Dividend and tax-equivalent income,GFS_DIVID,revenue,dividend,AUD_mil,TRUE,QLD,Dividend and tax-equivalent income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_dividend,Dividend and tax-equivalent income,GFS_DIVID,revenue,dividend,AUD_mil,TRUE,SA,Dividend and tax-equivalent income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_dividend,Dividend and tax-equivalent income,GFS_DIVID,revenue,dividend,AUD_mil,TRUE,TAS,Dividend and tax-equivalent income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_dividend,Dividend and tax-equivalent income,GFS_DIVID,revenue,dividend,AUD_mil,TRUE,VIC,Dividend and tax-equivalent income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_dividend,Dividend and tax-equivalent income,GFS_DIVID,revenue,dividend,AUD_mil,TRUE,WA,Dividend and tax-equivalent income,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_other,Other revenue,GFS_OTHREV,revenue,other,AUD_mil,TRUE,ACT,Other revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_other,Other revenue,GFS_OTHREV,revenue,other,AUD_mil,TRUE,NSW,Other revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_other,Other revenue,GFS_OTHREV,revenue,other,AUD_mil,TRUE,NT,Other revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_other,Other revenue,GFS_OTHREV,revenue,other,AUD_mil,TRUE,QLD,Other revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_other,Other revenue,GFS_OTHREV,revenue,other,AUD_mil,TRUE,SA,Other revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_other,Other revenue,GFS_OTHREV,revenue,other,AUD_mil,TRUE,TAS,Other revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_other,Other revenue,GFS_OTHREV,revenue,other,AUD_mil,TRUE,VIC,Other revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
rev_other,Other revenue,GFS_OTHREV,revenue,other,AUD_mil,TRUE,WA,Other revenue,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_total,Total expenses,GFS_EXP,expenses,total,AUD_mil,TRUE,ACT,Total expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_total,Total expenses,GFS_EXP,expenses,total,AUD_mil,TRUE,NSW,Total expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_total,Total expenses,GFS_EXP,expenses,total,AUD_mil,TRUE,NT,Total expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_total,Total expenses,GFS_EXP,expenses,total,AUD_mil,TRUE,QLD,Total expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_total,Total expenses,GFS_EXP,expenses,total,AUD_mil,TRUE,SA,Total expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_total,Total expenses,GFS_EXP,expenses,total,AUD_mil,TRUE,TAS,Total expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_total,Total expenses,GFS_EXP,expenses,total,AUD_mil,TRUE,VIC,Total expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_total,Total expenses,GFS_EXP,expenses,total,AUD_mil,TRUE,WA,Total expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_employee,Employee expenses,GFS_EMP,expenses,economic_employee,AUD_mil,TRUE,ACT,Employee expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_employee,Employee expenses,GFS_EMP,expenses,economic_employee,AUD_mil,TRUE,NSW,Employee expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_employee,Employee expenses,GFS_EMP,expenses,economic_employee,AUD_mil,TRUE,NT,Employee expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_employee,Employee expenses,GFS_EMP,expenses,economic_employee,AUD_mil,TRUE,QLD,Employee expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_employee,Employee expenses,GFS_EMP,expenses,economic_employee,AUD_mil,TRUE,SA,Employee expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_employee,Employee expenses,GFS_EMP,expenses,economic_employee,AUD_mil,TRUE,TAS,Employee expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_employee,Employee expenses,GFS_EMP,expenses,economic_employee,AUD_mil,TRUE,VIC,Employee expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_employee,Employee expenses,GFS_EMP,expenses,economic_employee,AUD_mil,TRUE,WA,Employee expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_super,Superannuation expenses,GFS_SUPER,expenses,economic_super,AUD_mil,TRUE,ACT,Superannuation expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_super,Superannuation expenses,GFS_SUPER,expenses,economic_super,AUD_mil,TRUE,NSW,Superannuation expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_super,Superannuation expenses,GFS_SUPER,expenses,economic_super,AUD_mil,TRUE,NT,Superannuation expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_super,Superannuation expenses,GFS_SUPER,expenses,economic_super,AUD_mil,TRUE,QLD,Superannuation expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_super,Superannuation expenses,GFS_SUPER,expenses,economic_super,AUD_mil,TRUE,SA,Superannuation expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_super,Superannuation expenses,GFS_SUPER,expenses,economic_super,AUD_mil,TRUE,TAS,Superannuation expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_super,Superannuation expenses,GFS_SUPER,expenses,economic_super,AUD_mil,TRUE,VIC,Superannuation expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_super,Superannuation expenses,GFS_SUPER,expenses,economic_super,AUD_mil,TRUE,WA,Superannuation expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_depreciation,Depreciation,GFS_DEPR,expenses,economic_depr,AUD_mil,TRUE,ACT,Depreciation,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_depreciation,Depreciation,GFS_DEPR,expenses,economic_depr,AUD_mil,TRUE,NSW,Depreciation,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_depreciation,Depreciation,GFS_DEPR,expenses,economic_depr,AUD_mil,TRUE,NT,Depreciation,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_depreciation,Depreciation,GFS_DEPR,expenses,economic_depr,AUD_mil,TRUE,QLD,Depreciation,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_depreciation,Depreciation,GFS_DEPR,expenses,economic_depr,AUD_mil,TRUE,SA,Depreciation,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_depreciation,Depreciation,GFS_DEPR,expenses,economic_depr,AUD_mil,TRUE,TAS,Depreciation,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_depreciation,Depreciation,GFS_DEPR,expenses,economic_depr,AUD_mil,TRUE,VIC,Depreciation,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_depreciation,Depreciation,GFS_DEPR,expenses,economic_depr,AUD_mil,TRUE,WA,Depreciation,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_interest,Interest expenses,GFS_INT_EX,expenses,economic_interest,AUD_mil,TRUE,ACT,Interest expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_interest,Interest expenses,GFS_INT_EX,expenses,economic_interest,AUD_mil,TRUE,NSW,Interest expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_interest,Interest expenses,GFS_INT_EX,expenses,economic_interest,AUD_mil,TRUE,NT,Interest expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_interest,Interest expenses,GFS_INT_EX,expenses,economic_interest,AUD_mil,TRUE,QLD,Interest expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_interest,Interest expenses,GFS_INT_EX,expenses,economic_interest,AUD_mil,TRUE,SA,Interest expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_interest,Interest expenses,GFS_INT_EX,expenses,economic_interest,AUD_mil,TRUE,TAS,Interest expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_interest,Interest expenses,GFS_INT_EX,expenses,economic_interest,AUD_mil,TRUE,VIC,Interest expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_interest,Interest expenses,GFS_INT_EX,expenses,economic_interest,AUD_mil,TRUE,WA,Interest expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_other_operating,Other operating expenses,GFS_OTHOP,expenses,economic_other_op,AUD_mil,TRUE,ACT,Other operating expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_other_operating,Other operating expenses,GFS_OTHOP,expenses,economic_other_op,AUD_mil,TRUE,NSW,Other operating expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_other_operating,Other operating expenses,GFS_OTHOP,expenses,economic_other_op,AUD_mil,TRUE,NT,Other operating expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_other_operating,Other operating expenses,GFS_OTHOP,expenses,economic_other_op,AUD_mil,TRUE,QLD,Other operating expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_other_operating,Other operating expenses,GFS_OTHOP,expenses,economic_other_op,AUD_mil,TRUE,SA,Other operating expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
